ID	Label	Integrity	Coverage	NumIntrons	A	B	Γ	E
mRNA9570	XM_014748636.1	0.489	0.389	17	0.471	0.389	0.795	1.000
mRNA9571	XM_014748637.1	0.509	0.364	16	0.500	0.364	1.000	1.000
mRNA9572	XM_014748644.1	1.000	1.000	2	1.000	1.000	1.000	1.000
mRNA9573	XM_014748646.1	0.504	0.598	8	0.375	0.598	1.000	1.000
mRNA9574	XM_014748647.1	0.562	0.790	8	0.375	0.790	1.000	1.000
mRNA9575	XM_014748648.1	0.683	0.801	7	0.571	0.801	1.000	1.000
mRNA9576	XM_014748657.1	0.512	0.480	10	0.500	0.480	0.990	0.380
mRNA9577	XM_014748618.1	0.010	0.000	8	0.000	0.000	0.195	0.000
mRNA9578	XM_014748620.1	0.100	0.000	13	0.000	0.000	1.000	1.000
mRNA9579	XM_014748621.1	0.075	0.000	9	0.000	0.000	0.500	1.000
mRNA9580	XM_014748625.1	0.080	0.000	2	0.000	0.000	0.595	1.000
mRNA9581	XM_014748624.1	0.100	0.000	2	0.000	0.000	1.000	1.000
mRNA9582	XM_014748626.1	0.100	0.000	2	0.000	0.000	1.000	1.000
mRNA9583	XM_014748623.1	0.100	0.000	4	0.000	0.000	1.000	1.000
mRNA9584	XM_014748619.1	0.050	0.000	8	0.000	0.000	1.000	0.000
mRNA9585	XM_014748680.1	0.054	0.000	5	0.000	0.000	0.075	1.000
mRNA9586	XM_014748678.1	0.207	0.187	10	0.100	0.187	0.815	1.000
mRNA9587	XM_014748677.1	0.207	0.186	10	0.100	0.186	0.825	1.000
mRNA9588	XM_014748679.1	0.195	0.192	10	0.100	0.192	0.560	1.000
mRNA9589	XM_014748667.1	0.335	0.283	52	0.250	0.283	1.000	1.000
mRNA9590	XM_014748664.1	0.335	0.282	52	0.250	0.282	1.000	1.000
mRNA9591	XM_014748669.1	0.322	0.280	52	0.231	0.280	1.000	1.000
mRNA9592	XM_014748672.1	0.337	0.281	51	0.255	0.281	1.000	1.000
mRNA9593	XM_014748673.1	0.337	0.281	51	0.255	0.281	1.000	1.000
mRNA9594	XM_014748671.1	0.338	0.284	51	0.255	0.284	1.000	1.000
mRNA9595	XM_014748670.1	0.338	0.284	51	0.255	0.284	1.000	1.000
mRNA9596	XM_014748666.1	0.335	0.282	52	0.250	0.282	1.000	1.000
mRNA9597	XM_014748676.1	0.341	0.283	50	0.260	0.283	1.000	1.000
mRNA9598	XM_014748675.1	0.341	0.282	50	0.260	0.282	1.000	1.000
mRNA9599	XM_014748668.1	0.334	0.279	52	0.250	0.279	1.000	1.000
mRNA9600	XM_014748674.1	0.341	0.285	50	0.260	0.285	1.000	1.000
mRNA9601	XM_014748663.1	0.335	0.282	52	0.250	0.282	1.000	1.000
mRNA9602	XM_014748682.1	0.100	0.000	3	0.000	0.000	1.000	1.000
mRNA9603	XM_014748683.1	0.100	0.000	2	0.000	0.000	1.000	1.000
mRNA9604	XM_014748700.1	0.483	0.610	12	0.333	0.610	1.000	1.000
mRNA9605	XM_014748699.1	0.484	0.614	12	0.333	0.614	1.000	1.000
mRNA9606	XM_014748689.1	0.726	0.798	11	0.727	0.798	0.010	1.000
mRNA9607	XM_014748690.1	0.761	0.605	10	0.800	0.605	1.000	1.000
mRNA9608	XM_014748692.1	0.851	0.838	9	0.889	0.838	0.325	1.000
mRNA9609	XM_014748691.1	0.790	0.699	10	0.800	0.699	1.000	1.000
mRNA9610	XM_014748696.1	0.996	0.987	1	1.000	0.987	1.000	1.000
mRNA9611	XM_014748695.1	0.356	0.854	1	0.000	0.854	1.000	1.000
mRNA9612	XM_014748697.1	0.385	0.949	1	0.000	0.949	1.000	1.000
mRNA9613	XM_014748698.1	0.383	0.945	1	0.000	0.945	1.000	1.000
mRNA9614	XM_014748694.1	0.491	0.540	5	0.400	0.540	0.775	1.000
mRNA9615	XM_014748660.1	0.030	0.000	1	0.000	0.000	0.600	0.000
mRNA9616	XM_014748701.1	0.999	0.997	2	1.000	0.997	1.000	1.000
mRNA9617	XM_014748662.1	0.024	0.000	1	0.000	0.000	0.000	0.480
mRNA9618	XM_014748688.1	0.700	0.000	0	1.000	0.000	1.000	1.000
mRNA9619	XM_014748685.1	0.816	0.983	4	0.750	0.983	0.425	1.000
mRNA9620	XM_014748684.1	0.808	0.957	4	0.750	0.957	0.425	1.000
mRNA9621	XM_014748686.1	0.512	0.530	6	0.500	0.530	1.000	0.070
mRNA9622	XM_014748687.1	0.513	0.532	6	0.500	0.532	1.000	0.070
mRNA9623	XM_014748661.1	0.999	1.000	5	1.000	1.000	0.990	1.000
mRNA9624	XM_014748736.1	0.805	0.862	16	0.750	0.862	0.935	1.000
mRNA9625	XM_014748735.1	0.819	0.897	16	0.750	0.897	1.000	1.000
mRNA9626	XM_014748737.1	0.818	0.894	16	0.750	0.894	1.000	1.000
mRNA9627	XM_014748734.1	0.766	0.902	17	0.706	0.902	0.430	1.000
mRNA9628	XM_014748733.1	0.801	0.903	17	0.765	0.903	0.425	1.000
mRNA9629	XM_014748738.1	0.776	0.885	15	0.733	0.885	0.400	1.000
mRNA9630	XM_014748740.1	0.381	0.000	4	0.500	0.000	1.000	0.620
mRNA9631	XM_014748739.1	0.481	0.000	3	0.667	0.000	1.000	0.620
mRNA9632	XM_014748741.1	0.300	0.000	3	0.333	0.000	1.000	1.000
mRNA9633	XM_014748711.1	0.217	0.258	14	0.143	0.258	0.075	1.000
mRNA9634	XM_014748718.1	0.251	0.238	15	0.133	0.238	1.000	1.000
mRNA9635	XM_014748717.1	0.249	0.229	15	0.133	0.229	1.000	1.000
mRNA9636	XM_014748714.1	0.246	0.236	16	0.125	0.236	1.000	1.000
mRNA9637	XM_014748712.1	0.251	0.237	15	0.133	0.237	1.000	1.000
mRNA9638	XM_014748719.1	0.253	0.244	15	0.133	0.244	1.000	1.000
mRNA9639	XM_014748721.1	0.254	0.248	15	0.133	0.248	1.000	1.000
mRNA9640	XM_014748722.1	0.255	0.248	15	0.133	0.248	1.000	1.000
mRNA9641	XM_014748716.1	0.249	0.230	15	0.133	0.230	1.000	1.000
mRNA9642	XM_014748715.1	0.248	0.228	15	0.133	0.228	1.000	1.000
mRNA9643	XM_014748720.1	0.250	0.235	15	0.133	0.235	1.000	1.000
mRNA9644	XM_014748731.1	0.999	0.998	2	1.000	0.998	1.000	1.000
mRNA9645	XM_014748730.1	0.983	1.000	3	1.000	1.000	0.660	1.000
mRNA9646	XM_014748729.1	0.667	0.889	4	0.500	0.889	1.000	1.000
mRNA9647	XM_014748728.1	0.100	0.000	4	0.000	0.000	1.000	1.000
mRNA9648	XM_014748727.1	0.076	0.000	3	0.000	0.000	1.000	0.510
mRNA9649	XM_014748709.1	0.719	0.886	3	0.667	0.886	0.075	1.000
mRNA9650	XM_014748710.1	0.680	0.601	3	0.667	0.601	1.000	1.000
mRNA9651	XM_014748723.1	0.100	0.000	8	0.000	0.000	1.000	1.000
mRNA9652	XM_014748726.1	0.530	0.766	3	0.333	0.766	1.000	1.000
mRNA9653	XM_014748725.1	0.525	0.750	3	0.333	0.750	1.000	1.000
mRNA9654	XM_014748706.1	0.189	0.056	8	0.125	0.056	0.950	1.000
mRNA9655	XM_014748708.1	0.189	0.057	8	0.125	0.057	0.950	1.000
mRNA9656	XM_014748707.1	0.189	0.056	8	0.125	0.056	0.950	1.000
mRNA9657	XM_014748703.1	0.446	0.293	17	0.471	0.293	0.515	1.000
mRNA9658	XM_014748704.1	0.465	0.301	16	0.500	0.301	0.505	1.000
mRNA9659	XM_014748705.1	0.458	0.272	13	0.462	0.272	1.000	1.000
mRNA9660	XM_014748767.1	0.980	0.997	7	1.000	0.997	0.610	1.000
mRNA9661	XM_014748763.1	0.517	0.676	14	0.357	0.676	1.000	1.000
mRNA9662	XM_014748762.1	0.537	0.687	13	0.385	0.687	1.000	1.000
mRNA9663	XM_014748764.1	0.583	0.688	13	0.462	0.688	1.000	1.000
mRNA9664	XM_014748765.1	0.501	0.669	12	0.333	0.669	1.000	1.000
mRNA9665	XM_014748742.1	0.046	0.000	1	0.000	0.000	0.000	0.910
mRNA9666	XM_014748768.1	0.032	0.000	1	0.000	0.000	0.145	0.490
mRNA9667	XM_014748766.1	0.165	0.212	12	0.083	0.212	0.430	0.590
mRNA9668	XM_014748776.1	0.285	0.172	9	0.222	0.172	1.000	1.000
mRNA9669	XM_014748775.1	0.285	0.171	9	0.222	0.171	1.000	1.000
mRNA9670	XM_014748772.1	0.961	0.975	4	1.000	0.975	0.715	0.650
mRNA9671	XM_014748771.1	0.517	0.401	25	0.560	0.401	0.210	1.000
mRNA9672	XM_014748769.1	0.534	0.371	26	0.538	0.371	1.000	1.000
mRNA9673	XM_014748774.1	0.075	0.000	1	0.000	0.000	0.505	1.000
mRNA9674	XM_014748773.1	0.700	0.000	0	1.000	0.000	1.000	1.000
mRNA9675	XM_014748743.1	0.600	0.680	4	0.500	0.680	1.000	0.920
mRNA9676	XM_014748750.1	0.289	0.232	43	0.279	0.232	0.030	1.000
mRNA9677	XM_014748748.1	0.309	0.230	44	0.250	0.230	0.805	1.000
mRNA9678	XM_014748749.1	0.317	0.225	44	0.250	0.225	1.000	1.000
mRNA9679	XM_014748751.1	0.981	0.975	10	1.000	0.975	1.000	0.770
mRNA9680	XM_014748752.1	0.898	0.881	9	0.889	0.881	1.000	1.000
mRNA9681	XM_014748760.1	0.389	0.464	4	0.250	0.464	1.000	1.000
mRNA9682	XM_014748759.1	0.807	0.931	7	0.714	0.931	0.985	1.000
mRNA9683	XM_014748758.1	0.805	0.942	7	0.714	0.942	0.875	1.000
mRNA9684	XM_014748753.1	1.000	0.999	9	1.000	0.999	1.000	1.000
mRNA9685	XM_014748761.1	0.976	0.979	2	1.000	0.979	0.645	1.000
mRNA9686	XM_014748754.1	0.910	0.903	10	0.900	0.903	0.975	1.000
mRNA9687	XM_014748756.1	0.849	0.902	10	0.800	0.902	0.975	1.000
mRNA9688	XM_014748755.1	0.907	0.910	10	0.900	0.910	0.875	1.000
mRNA9689	XM_014748747.1	0.242	0.260	6	0.167	0.260	0.275	1.000
mRNA9690	XM_014748746.1	0.240	0.254	6	0.167	0.254	0.275	1.000
mRNA9691	XM_014748848.1	0.665	0.884	2	0.500	0.884	1.000	1.000
mRNA9692	XM_014748847.1	0.672	0.906	2	0.500	0.906	1.000	1.000
mRNA9693	XM_014748850.1	0.669	0.896	2	0.500	0.896	1.000	1.000
mRNA9694	XM_014748849.1	0.646	0.868	2	0.500	0.868	0.700	1.000
mRNA9695	XM_014748831.1	1.000	1.000	4	1.000	1.000	1.000	1.000
mRNA9696	XM_014748830.1	0.713	0.544	4	0.750	0.544	1.000	1.000
mRNA9697	XM_014748828.1	0.073	0.000	4	0.000	0.000	0.465	1.000
mRNA9698	XM_014748829.1	0.069	0.000	3	0.000	0.000	0.380	1.000
mRNA9699	XM_014748827.1	0.074	0.000	3	0.000	0.000	0.470	1.000
mRNA9700	XM_014748810.1	0.626	0.610	14	0.571	0.610	1.000	1.000
mRNA9701	XM_014748809.1	0.576	0.585	14	0.500	0.585	1.000	1.000
mRNA9702	XM_014748808.1	0.637	0.591	15	0.600	0.591	1.000	1.000
mRNA9703	XM_014748811.1	0.535	0.478	12	0.500	0.478	1.000	0.840
mRNA9704	XM_014748817.1	0.852	0.907	10	0.800	0.907	1.000	1.000
mRNA9705	XM_014748819.1	0.913	0.911	10	0.900	0.911	1.000	1.000
mRNA9706	XM_014748818.1	0.792	0.907	10	0.700	0.907	1.000	1.000
mRNA9707	XM_014748820.1	0.772	0.906	9	0.667	0.906	1.000	1.000
mRNA9708	XM_014748836.1	0.070	0.000	3	0.000	0.000	0.400	1.000
mRNA9709	XM_014748835.1	0.100	0.000	3	0.000	0.000	1.000	1.000
mRNA9710	XM_014748786.1	0.548	0.701	9	0.444	0.701	0.425	1.000
mRNA9711	XM_014748787.1	0.839	0.463	1	1.000	0.463	1.000	1.000
mRNA9712	XM_014748789.1	0.079	0.000	3	0.000	0.000	1.000	0.570
mRNA9713	XM_014748777.1	0.002	0.000	2	0.000	0.000	0.035	0.000
mRNA9714	XM_014748778.1	0.037	0.000	6	0.000	0.000	0.000	0.740
mRNA9715	XM_014748842.1	0.700	0.000	0	1.000	0.000	1.000	1.000
mRNA9716	XM_014748840.1	0.821	0.905	8	0.750	0.905	1.000	1.000
mRNA9717	XM_014748841.1	0.980	0.934	7	1.000	0.934	1.000	1.000
mRNA9718	XM_014748822.1	0.392	0.571	4	0.250	0.571	0.420	1.000
mRNA9719	XM_014748823.1	0.397	0.580	4	0.250	0.580	0.455	1.000
mRNA9720	XM_014748821.1	0.725	0.771	32	0.656	0.771	1.000	1.000
mRNA9721	XM_014748805.1	0.702	0.806	5	0.600	0.806	1.000	1.000
mRNA9722	XM_014748807.1	0.708	0.825	5	0.600	0.825	1.000	1.000
mRNA9723	XM_014748806.1	0.804	0.861	4	0.750	0.861	0.910	1.000
mRNA9724	XM_014748804.1	0.767	0.723	4	0.750	0.723	1.000	1.000
mRNA9725	XM_014748803.1	0.780	0.766	4	0.750	0.766	1.000	1.000
mRNA9726	XM_014748779.1	0.217	0.000	5	0.200	0.000	1.000	0.950
mRNA9727	XM_014748845.1	0.397	0.346	9	0.333	0.346	0.870	1.000
mRNA9728	XM_014748844.1	0.399	0.350	9	0.333	0.350	0.875	1.000
mRNA9729	XM_014748815.1	0.711	0.401	11	0.818	0.401	1.000	1.000
mRNA9730	XM_014748814.1	0.702	0.406	10	0.800	0.406	1.000	1.000
mRNA9731	XM_014748812.1	0.763	0.410	10	0.900	0.410	1.000	1.000
mRNA9732	XM_014748813.1	0.823	0.412	10	1.000	0.412	1.000	1.000
mRNA9733	XM_014748785.1	0.854	0.600	1	1.000	0.600	0.480	1.000
mRNA9734	XM_014748782.1	0.689	0.000	0	1.000	0.000	0.770	1.000
mRNA9735	XM_014748796.1	0.741	0.812	3	0.667	0.812	0.950	1.000
mRNA9736	XM_014748797.1	0.920	0.814	3	1.000	0.814	0.510	1.000
mRNA9737	XM_014748799.1	0.914	1.000	7	0.857	1.000	1.000	1.000
mRNA9738	XM_014748798.1	0.917	0.972	8	0.875	0.972	1.000	1.000
mRNA9739	XM_014748800.1	0.908	1.000	8	0.875	1.000	0.665	1.000
mRNA9740	XM_014748801.1	0.875	1.000	7	0.857	1.000	0.220	1.000
mRNA9741	XM_014748834.1	0.100	0.000	2	0.000	0.000	1.000	1.000
mRNA9742	XM_014748833.1	0.853	0.931	8	0.875	0.931	0.420	0.560
mRNA9743	XM_014748837.1	0.283	0.290	5	0.200	0.290	0.530	1.000
mRNA9744	XM_014748839.1	0.785	1.000	3	0.667	1.000	1.000	0.700
mRNA9745	XM_014748838.1	0.724	0.874	3	0.667	0.874	0.545	0.700
mRNA9746	XM_014748783.1	0.056	0.000	5	0.000	0.000	1.000	0.120
mRNA9747	XM_014748784.1	0.056	0.000	4	0.000	0.000	1.000	0.120
mRNA9748	XM_014748826.1	0.997	0.991	3	1.000	0.991	1.000	1.000
mRNA9749	XM_014748824.1	0.895	0.995	8	0.875	0.995	0.430	1.000
mRNA9750	XM_014748780.1	0.685	0.000	0	1.000	0.000	1.000	0.700
mRNA9751	XM_014748794.1	0.666	0.780	8	0.625	0.780	0.135	1.000
mRNA9752	XM_014748793.1	0.677	0.732	8	0.625	0.732	0.655	1.000
mRNA9753	XM_014748792.1	0.657	0.761	8	0.625	0.761	0.070	1.000
mRNA9754	XM_014748795.1	0.666	0.779	8	0.625	0.779	0.140	1.000
mRNA9755	XM_014748791.1	0.058	0.000	2	0.000	0.000	0.400	0.750
mRNA9756	XM_014748790.1	0.865	0.977	7	0.857	0.977	1.000	0.160
mRNA9757	XM_014748846.1	0.191	0.166	8	0.125	0.166	0.330	1.000
mRNA9758	XM_014748953.1	0.618	0.582	8	0.625	0.582	1.000	0.370
mRNA9759	XM_014748958.1	0.497	0.573	4	0.500	0.573	0.200	0.300
mRNA9760	XM_014748956.1	0.482	0.465	4	0.500	0.465	0.560	0.300
mRNA9761	XM_014748957.1	0.488	0.536	4	0.500	0.536	0.245	0.300
mRNA9762	XM_014748954.1	0.589	0.585	7	0.571	0.585	0.420	1.000
mRNA9763	XM_014748959.1	0.587	0.422	5	0.600	0.422	1.000	1.000
mRNA9764	XM_014748960.1	0.677	0.422	4	0.750	0.422	1.000	1.000
mRNA9765	XM_014748851.1	0.087	0.122	1	0.000	0.122	1.000	0.000
mRNA9766	XM_014748972.1	0.224	0.204	8	0.125	0.204	1.000	0.750
mRNA9767	XM_014748971.1	0.267	0.224	6	0.167	0.224	1.000	1.000
mRNA9768	XM_014748966.1	0.315	0.274	9	0.222	0.274	1.000	1.000
mRNA9769	XM_014748967.1	0.322	0.295	9	0.222	0.295	1.000	1.000
mRNA9770	XM_014748969.1	0.348	0.254	7	0.286	0.254	1.000	1.000
mRNA9771	XM_014748970.1	0.348	0.254	7	0.286	0.254	1.000	1.000
mRNA9772	XM_014748962.1	0.846	0.956	10	0.800	0.956	1.000	0.590
mRNA9773	XM_014748963.1	0.907	0.957	10	0.900	0.957	1.000	0.590
mRNA9774	XM_014748964.1	0.707	0.948	7	0.571	0.948	1.000	0.590
mRNA9775	XM_014748965.1	0.100	0.000	14	0.000	0.000	1.000	1.000
mRNA9776	XM_014748931.1	0.983	1.000	3	1.000	1.000	0.755	0.910
mRNA9777	XM_014748932.1	0.729	0.975	0	0.593	0.975	0.625	1.000
mRNA9778	XM_014748930.1	0.959	0.992	1	1.000	0.992	0.230	1.000
mRNA9779	XM_014748929.1	0.549	0.504	4	0.500	0.504	1.000	0.950
mRNA9780	XM_014748938.1	0.921	0.797	2	1.000	0.797	0.630	1.000
mRNA9781	XM_014748939.1	0.287	0.244	5	0.200	0.244	0.885	1.000
mRNA9782	XM_014748940.1	0.855	0.571	2	1.000	0.571	0.680	1.000
mRNA9783	XM_014748852.1	0.013	0.000	8	0.000	0.000	0.000	0.260
mRNA9784	XM_014748947.1	0.550	0.424	13	0.538	0.424	1.000	1.000
mRNA9785	XM_014748948.1	0.572	0.406	12	0.583	0.406	1.000	1.000
mRNA9786	XM_014748946.1	0.544	0.403	13	0.538	0.403	1.000	1.000
mRNA9787	XM_014748944.1	0.546	0.409	13	0.538	0.409	1.000	1.000
mRNA9788	XM_014748961.1	0.974	0.988	3	1.000	0.988	0.545	1.000
mRNA9789	XM_014748935.1	0.899	0.998	6	0.833	0.998	1.000	1.000
mRNA9790	XM_014748933.1	1.000	0.999	5	1.000	0.999	1.000	1.000
mRNA9791	XM_014748937.1	0.101	0.004	5	0.000	0.004	1.000	1.000
mRNA9792	XM_014748936.1	0.629	0.730	5	0.600	0.730	0.000	1.000
mRNA9793	XM_014748898.1	0.107	0.173	4	0.000	0.173	0.110	1.000
mRNA9794	XM_014748897.1	0.850	0.786	7	0.857	0.786	1.000	1.000
mRNA9795	XM_014748903.1	0.557	0.665	7	0.429	0.665	1.000	1.000
mRNA9796	XM_014748902.1	0.605	0.683	6	0.500	0.683	1.000	1.000
mRNA9797	XM_014748900.1	0.554	0.655	7	0.429	0.655	1.000	1.000
mRNA9798	XM_014748901.1	0.554	0.656	7	0.429	0.656	1.000	1.000
mRNA9799	XM_014748904.1	0.100	0.000	4	0.000	0.000	1.000	1.000
mRNA9800	XM_014748928.1	0.723	0.898	10	0.600	0.898	0.880	1.000
mRNA9801	XM_014748925.1	0.851	0.925	10	0.800	0.925	0.875	1.000
mRNA9802	XM_014748927.1	0.752	0.772	10	0.700	0.772	1.000	1.000
mRNA9803	XM_014748853.1	0.000	0.000	3	0.000	0.000	0.000	0.000
mRNA9804	XM_014748943.1	0.823	0.888	13	0.769	0.888	0.895	1.000
mRNA9805	XM_014748942.1	0.739	0.855	17	0.647	0.855	0.895	1.000
mRNA9806	XM_014748941.1	0.739	0.855	17	0.647	0.855	0.895	1.000
mRNA9807	XM_014748905.1	0.727	0.850	9	0.667	0.850	0.440	1.000
mRNA9808	XM_014748912.1	0.100	0.000	5	0.000	0.000	1.000	1.000
mRNA9809	XM_014748854.1	0.861	1.000	11	0.818	1.000	0.395	1.000
mRNA9810	XM_014748911.1	0.776	0.990	6	0.667	0.990	0.865	0.710
mRNA9811	XM_014748908.1	0.845	0.816	6	0.833	0.816	0.995	1.000
mRNA9812	XM_014748907.1	0.868	0.917	6	0.833	0.917	0.865	1.000
mRNA9813	XM_014748909.1	0.974	0.918	6	1.000	0.918	0.980	1.000
mRNA9814	XM_014748910.1	0.862	0.924	6	0.833	0.924	0.695	1.000
mRNA9815	XM_014748906.1	0.979	0.936	1	1.000	0.936	0.960	1.000
mRNA9816	XM_014748976.1	0.951	0.990	3	1.000	0.990	1.000	0.080
mRNA9817	XM_014748973.1	0.100	0.000	15	0.000	0.000	1.000	1.000
mRNA9818	XM_014748975.1	0.050	0.000	14	0.000	0.000	1.000	0.000
mRNA9819	XM_014748974.1	0.050	0.000	15	0.000	0.000	1.000	0.000
mRNA9820	XM_014748859.1	0.819	0.543	1	1.000	0.543	0.655	0.470
mRNA9821	XM_014748978.1	0.518	0.393	12	0.500	0.393	1.000	1.000
mRNA9822	XM_014748977.1	0.540	0.466	12	0.500	0.466	1.000	1.000
mRNA9823	XM_014748979.1	0.613	0.583	10	0.600	0.583	0.565	1.000
mRNA9824	XM_014748980.1	0.620	0.534	10	0.600	0.534	1.000	1.000
mRNA9825	XM_014748983.1	0.893	0.928	7	0.857	0.928	1.000	1.000
mRNA9826	XM_014748981.1	0.997	0.991	7	1.000	0.991	1.000	1.000
mRNA9827	XM_014748914.1	0.848	0.993	12	0.750	0.993	1.000	1.000
mRNA9828	XM_014748916.1	0.856	0.993	13	0.769	0.993	0.930	1.000
mRNA9829	XM_014748915.1	1.000	0.999	12	1.000	0.999	1.000	1.000
mRNA9830	XM_014748913.1	0.906	0.993	13	0.846	0.993	1.000	1.000
mRNA9831	XM_014748918.1	0.900	1.000	6	0.833	1.000	1.000	1.000
mRNA9832	XM_014748919.1	0.095	0.000	3	0.000	0.000	0.895	1.000
mRNA9833	XM_014748855.1	0.000	0.000	4	0.000	0.000	0.000	0.000
mRNA9834	XM_014748860.1	0.100	0.000	2	0.000	0.000	1.000	1.000
mRNA9835	XM_014748985.1	0.957	0.949	4	1.000	0.949	0.445	1.000
mRNA9836	XM_014748857.1	0.000	0.000	3	0.000	0.000	0.000	0.000
mRNA9837	XM_014748986.1	0.747	0.710	4	0.750	0.710	0.680	1.000
mRNA9838	XM_014748984.1	0.057	0.000	3	0.000	0.000	0.450	0.680
mRNA9839	XM_014748920.1	0.768	0.227	2	1.000	0.227	1.000	1.000
mRNA9840	XM_014748921.1	0.468	0.227	2	0.500	0.227	1.000	1.000
mRNA9841	XM_014748924.1	0.750	1.000	3	0.667	1.000	0.000	1.000
mRNA9842	XM_014748922.1	0.847	0.989	4	0.750	0.989	1.000	1.000
mRNA9843	XM_014748923.1	0.996	0.987	4	1.000	0.987	1.000	1.000
mRNA9844	XM_014748892.1	0.465	0.717	4	0.250	0.717	1.000	1.000
mRNA9845	XM_014748890.1	0.103	0.009	5	0.000	0.009	1.000	1.000
mRNA9846	XM_014748891.1	0.103	0.009	6	0.000	0.009	1.000	1.000
mRNA9847	XM_014748895.1	0.749	0.989	5	0.600	0.989	0.840	1.000
mRNA9848	XM_014748894.1	0.689	0.990	6	0.500	0.990	0.840	1.000
mRNA9849	XM_014748896.1	0.839	0.989	4	0.750	0.989	0.840	1.000
mRNA9850	XM_014748893.1	0.949	0.979	2	1.000	0.979	0.705	0.410
mRNA9851	XM_014748950.1	0.100	0.000	7	0.000	0.000	1.000	1.000
mRNA9852	XM_014748951.1	0.100	0.000	6	0.000	0.000	1.000	1.000
mRNA9853	XM_014748949.1	0.100	0.000	6	0.000	0.000	1.000	1.000
mRNA9854	XM_014748952.1	0.100	0.000	6	0.000	0.000	1.000	1.000
mRNA9855	XM_014748858.1	0.000	0.000	17	0.000	0.000	0.000	0.000
mRNA9856	XM_014748881.1	0.305	0.309	16	0.188	0.309	1.000	1.000
mRNA9857	XM_014748880.1	0.343	0.310	16	0.250	0.310	1.000	1.000
mRNA9858	XM_014748882.1	0.325	0.337	16	0.250	0.337	0.475	1.000
mRNA9859	XM_014748883.1	0.793	0.816	10	0.800	0.816	0.355	1.000
mRNA9860	XM_014748884.1	0.762	0.705	4	0.750	0.705	1.000	1.000
mRNA9861	XM_014748886.1	0.606	0.687	4	0.500	0.687	0.990	1.000
mRNA9862	XM_014748885.1	0.610	0.701	4	0.500	0.701	1.000	1.000
mRNA9863	XM_014748887.1	0.586	0.677	4	0.500	0.677	0.665	1.000
mRNA9864	XM_014748889.1	0.913	0.711	5	1.000	0.711	1.000	1.000
mRNA9865	XM_014748861.1	0.639	0.397	10	0.700	0.397	1.000	1.000
mRNA9866	XM_014748862.1	0.614	0.379	9	0.667	0.379	1.000	1.000
mRNA9867	XM_014748878.1	0.054	0.052	5	0.000	0.052	0.225	0.540
mRNA9868	XM_014748877.1	0.668	0.893	2	0.500	0.893	1.000	1.000
mRNA9869	XM_014748873.1	0.636	0.786	2	0.500	0.786	1.000	1.000
mRNA9870	XM_014748874.1	0.535	0.784	3	0.333	0.784	1.000	1.000
mRNA9871	XM_014748871.1	0.524	0.747	3	0.333	0.747	1.000	1.000
mRNA9872	XM_014748875.1	0.667	0.889	2	0.500	0.889	1.000	1.000
mRNA9873	XM_014748872.1	0.552	0.839	3	0.333	0.839	1.000	1.000
mRNA9874	XM_014748876.1	0.665	0.882	2	0.500	0.882	1.000	1.000
mRNA9875	XM_014748863.1	0.575	0.515	15	0.533	0.515	1.000	1.000
mRNA9876	XM_014748864.1	0.610	0.723	14	0.571	0.723	0.000	1.000
mRNA9877	XM_014748866.1	0.643	0.745	13	0.615	0.745	0.000	1.000
mRNA9878	XM_014748865.1	0.641	0.740	13	0.615	0.740	0.000	1.000
mRNA9879	XM_014748867.1	0.613	0.645	13	0.615	0.645	0.000	1.000
mRNA9880	XM_014748868.1	0.649	0.663	12	0.667	0.663	0.000	1.000
mRNA9881	XM_014749037.1	0.863	0.650	1	1.000	0.650	1.000	0.360
mRNA9882	XM_014749035.1	0.255	0.624	2	0.000	0.624	1.000	0.360
mRNA9883	XM_014749036.1	0.245	0.591	2	0.000	0.591	1.000	0.360
mRNA9884	XM_014748994.1	0.563	0.545	8	0.500	0.545	1.000	1.000
mRNA9885	XM_014748992.1	0.562	0.541	8	0.500	0.541	1.000	1.000
mRNA9886	XM_014748993.1	0.560	0.535	8	0.500	0.535	1.000	1.000
mRNA9887	XM_014748996.1	0.610	0.664	7	0.571	0.664	0.360	1.000
mRNA9888	XM_014748995.1	0.596	0.666	7	0.571	0.666	0.075	1.000
mRNA9889	XM_014748990.1	0.599	0.605	7	0.571	0.605	0.490	1.000
mRNA9890	XM_014748991.1	0.407	0.537	7	0.286	0.537	0.490	1.000
mRNA9891	XM_014748997.1	0.076	0.000	1	0.000	0.000	0.520	1.000
mRNA9892	XM_014749043.1	0.995	0.984	6	1.000	0.984	1.000	1.000
mRNA9893	XM_014749044.1	0.614	0.636	13	0.538	0.636	1.000	1.000
mRNA9894	XM_014749045.1	0.605	0.605	13	0.538	0.605	1.000	1.000
mRNA9895	XM_014749051.1	0.579	1.000	5	0.400	1.000	0.770	0.000
mRNA9896	XM_014749050.1	0.591	0.932	5	0.400	0.932	0.860	0.570
mRNA9897	XM_014749049.1	0.753	1.000	5	0.600	1.000	0.860	1.000
mRNA9898	XM_014749054.1	0.543	1.000	4	0.250	1.000	0.860	1.000
mRNA9899	XM_014749053.1	0.414	0.715	4	0.250	0.715	1.000	0.000
mRNA9900	XM_014749038.1	0.826	0.782	11	0.818	0.782	1.000	1.000
mRNA9901	XM_014749039.1	0.824	0.778	11	0.818	0.778	1.000	1.000
