hiLocus	iLocus	Species	Protein
HymHub-v0.3.0-HILC-1238	NvitILC-08112		XP_001606683.2
HymHub-v0.3.0-HILC-1239	AmelILC-03165		XP_392194.2
HymHub-v0.3.0-HILC-1239	BterILC-01107		XP_012172460.1
HymHub-v0.3.0-HILC-1239	CfloILC-14613		XP_011258475.1
HymHub-v0.3.0-HILC-1239	HsalILC-22140		XP_011149911.1
HymHub-v0.3.0-HILC-1239	PcanILC-11475		XP_014610920.1
HymHub-v0.3.0-HILC-1239	PdomILC-13809		XP_015188129.1
HymHub-v0.3.0-HILC-1239	NvitILC-00136		NP_001153419.1
HymHub-v0.3.0-HILC-1240	AmelILC-05054		XP_006559849.1
HymHub-v0.3.0-HILC-1240	BterILC-11857		XP_012173570.1
HymHub-v0.3.0-HILC-1240	CfloILC-09042		XP_011253778.1
HymHub-v0.3.0-HILC-1240	HsalILC-13695		XP_011142667.1
HymHub-v0.3.0-HILC-1240	PcanILC-05565		XP_014602214.1
HymHub-v0.3.0-HILC-1240	PdomILC-02371		XP_015191772.1
HymHub-v0.3.0-HILC-1240	NvitILC-17112		XP_008208420.1
HymHub-v0.3.0-HILC-1241	AmelILC-03953		XP_006569308.1
HymHub-v0.3.0-HILC-1241	BterILC-01967		XP_003394146.1
HymHub-v0.3.0-HILC-1241	CfloILC-02838		XP_011268247.1
HymHub-v0.3.0-HILC-1241	HsalILC-04453		XP_011155159.1
HymHub-v0.3.0-HILC-1241	PcanILC-07587		XP_014605265.1
HymHub-v0.3.0-HILC-1241	PdomILC-01445		XP_015190046.1
HymHub-v0.3.0-HILC-1241	NvitILC-03736		XP_001606338.1
HymHub-v0.3.0-HILC-1242	AmelILC-06918		XP_003251671.1
HymHub-v0.3.0-HILC-1242	BterILC-06108		XP_012167278.1
HymHub-v0.3.0-HILC-1242	CfloILC-01783		XP_011260063.1
HymHub-v0.3.0-HILC-1242	HsalILC-12500		XP_011141618.1
HymHub-v0.3.0-HILC-1242	PcanILC-05205		XP_014601590.1
HymHub-v0.3.0-HILC-1242	PdomILC-09317		XP_015181468.1
HymHub-v0.3.0-HILC-1242	NvitILC-20753		XP_001604034.1
HymHub-v0.3.0-HILC-1243	AmelILC-07989		XP_006558692.1
HymHub-v0.3.0-HILC-1243	BterILC-05689		XP_003397190.1
HymHub-v0.3.0-HILC-1243	CfloILC-19851		XP_011262423.1
HymHub-v0.3.0-HILC-1243	HsalILC-18130		XP_011146403.1
HymHub-v0.3.0-HILC-1243	PcanILC-12335		XP_014612016.1
HymHub-v0.3.0-HILC-1243	PdomILC-13360		XP_015187427.1
HymHub-v0.3.0-HILC-1243	NvitILC-05583		XP_008204827.1
HymHub-v0.3.0-HILC-1244	AmelILC-12415		XP_393651.2
HymHub-v0.3.0-HILC-1244	BterILC-08878		XP_003399865.1
HymHub-v0.3.0-HILC-1244	CfloILC-10844		XP_011255135.1
HymHub-v0.3.0-HILC-1244	HsalILC-06400		XP_011136304.1
HymHub-v0.3.0-HILC-1244	PcanILC-09473		XP_014608117.1
HymHub-v0.3.0-HILC-1244	PdomILC-09035		XP_015181089.1
HymHub-v0.3.0-HILC-1244	NvitILC-01459		XP_001601415.1
HymHub-v0.3.0-HILC-1245	AmelILC-12830		XP_391960.2
HymHub-v0.3.0-HILC-1245	BterILC-09473		XP_003400268.1
HymHub-v0.3.0-HILC-1245	CfloILC-09475		XP_011254037.1
HymHub-v0.3.0-HILC-1245	HsalILC-25980		XP_011152914.1
HymHub-v0.3.0-HILC-1245	PcanILC-02691		XP_014616839.1
HymHub-v0.3.0-HILC-1245	PdomILC-13490		XP_015187608.1
HymHub-v0.3.0-HILC-1245	NvitILC-10365		XP_008207103.1
HymHub-v0.3.0-HILC-1246	AmelILC-03467		XP_001120247.2
HymHub-v0.3.0-HILC-1246	BterILC-02227		XP_003394538.1
HymHub-v0.3.0-HILC-1246	CfloILC-17941		XP_011261037.1
HymHub-v0.3.0-HILC-1246	HsalILC-04612		XP_011155300.1
HymHub-v0.3.0-HILC-1246	PcanILC-02790		XP_014597764.1
HymHub-v0.3.0-HILC-1246	PdomILC-10426		XP_015183111.1
HymHub-v0.3.0-HILC-1246	NvitILC-14384		XP_008204129.1
HymHub-v0.3.0-HILC-1247	AmelILC-02691		XP_624261.3
HymHub-v0.3.0-HILC-1247	BterILC-01563		XP_003394035.1
HymHub-v0.3.0-HILC-1247	CfloILC-04160		XP_011269434.1
HymHub-v0.3.0-HILC-1247	HsalILC-22477		XP_011150301.1
HymHub-v0.3.0-HILC-1247	PcanILC-11285		XP_014610652.1
HymHub-v0.3.0-HILC-1247	PdomILC-10337		XP_015183013.1
HymHub-v0.3.0-HILC-1247	NvitILC-05752		NP_001135813.1
HymHub-v0.3.0-HILC-1248	AmelILC-12088		XP_393835.1
HymHub-v0.3.0-HILC-1248	BterILC-11017		XP_012172645.1
HymHub-v0.3.0-HILC-1248	CfloILC-00312		XP_011268100.1
HymHub-v0.3.0-HILC-1248	HsalILC-06969		XP_011136672.1
HymHub-v0.3.0-HILC-1248	PcanILC-02382		XP_014616461.1
HymHub-v0.3.0-HILC-1248	PdomILC-11104		XP_015184160.1
HymHub-v0.3.0-HILC-1248	NvitILC-00624		XP_001600995.1
HymHub-v0.3.0-HILC-1249	AmelILC-01521		XP_001121029.2
HymHub-v0.3.0-HILC-1249	BterILC-00798		XP_003393477.1
HymHub-v0.3.0-HILC-1249	CfloILC-05146		XP_011250610.1
HymHub-v0.3.0-HILC-1249	HsalILC-09532		XP_011139005.1
HymHub-v0.3.0-HILC-1249	PcanILC-02879		XP_014597852.1
HymHub-v0.3.0-HILC-1249	PdomILC-01263		XP_015181680.1
HymHub-v0.3.0-HILC-1249	NvitILC-10657		XP_001607674.2
HymHub-v0.3.0-HILC-1250	AmelILC-06737		XP_006570563.1
HymHub-v0.3.0-HILC-1250	BterILC-04077		XP_012164737.1
HymHub-v0.3.0-HILC-1250	CfloILC-10062		XP_011254525.1
HymHub-v0.3.0-HILC-1250	HsalILC-00716		XP_011136542.1
HymHub-v0.3.0-HILC-1250	PcanILC-06931		XP_014604289.1
HymHub-v0.3.0-HILC-1250	PdomILC-12910		XP_015186788.1
HymHub-v0.3.0-HILC-1250	NvitILC-01231		XP_008205613.1
HymHub-v0.3.0-HILC-1251	AmelILC-06743		XP_003251568.1
HymHub-v0.3.0-HILC-1251	BterILC-04081		XP_012164740.1
HymHub-v0.3.0-HILC-1251	CfloILC-13933		XP_011257903.1
HymHub-v0.3.0-HILC-1251	HsalILC-23266		XP_011150831.1
HymHub-v0.3.0-HILC-1251	PcanILC-01222		XP_014612245.1
HymHub-v0.3.0-HILC-1251	PdomILC-05690		XP_015175921.1
HymHub-v0.3.0-HILC-1251	NvitILC-17382		XP_008208618.1
HymHub-v0.3.0-HILC-1252	AmelILC-01610		XP_006571227.1
HymHub-v0.3.0-HILC-1252	BterILC-00482		XP_003393210.1
HymHub-v0.3.0-HILC-1252	CfloILC-16631		XP_011260096.1
HymHub-v0.3.0-HILC-1252	HsalILC-09381		XP_011138825.1
HymHub-v0.3.0-HILC-1252	PcanILC-06491		XP_014603627.1
HymHub-v0.3.0-HILC-1252	PdomILC-00483		XP_015172838.1
HymHub-v0.3.0-HILC-1252	NvitILC-03535		XP_001603169.1
HymHub-v0.3.0-HILC-1253	AmelILC-16481		XP_006572318.1
HymHub-v0.3.0-HILC-1253	BterILC-03969		XP_012164659.1
HymHub-v0.3.0-HILC-1253	CfloILC-27284		XP_011268014.1
HymHub-v0.3.0-HILC-1253	HsalILC-14896		XP_011143852.1
HymHub-v0.3.0-HILC-1253	PcanILC-10057		XP_014609030.1
HymHub-v0.3.0-HILC-1253	PdomILC-02301		XP_015191305.1
HymHub-v0.3.0-HILC-1253	NvitILC-07952		XP_001600949.1
HymHub-v0.3.0-HILC-1254	AmelILC-12427		XP_003250601.1
HymHub-v0.3.0-HILC-1254	BterILC-08865		XP_012170524.1
HymHub-v0.3.0-HILC-1254	CfloILC-16096		XP_011259706.1
HymHub-v0.3.0-HILC-1254	HsalILC-04425		XP_011155122.1
HymHub-v0.3.0-HILC-1254	PcanILC-01048		XP_014609618.1
HymHub-v0.3.0-HILC-1254	PdomILC-09027		XP_015181052.1
HymHub-v0.3.0-HILC-1254	NvitILC-01925		XP_008205707.1
HymHub-v0.3.0-HILC-1255	AmelILC-11326		XP_001121910.1
HymHub-v0.3.0-HILC-1255	BterILC-08137		XP_003398931.1
HymHub-v0.3.0-HILC-1255	CfloILC-10773		XP_011255101.1
HymHub-v0.3.0-HILC-1255	HsalILC-21749		XP_011149575.1
HymHub-v0.3.0-HILC-1255	PcanILC-01466		XP_014615112.1
HymHub-v0.3.0-HILC-1255	PdomILC-02084		XP_015191041.1
HymHub-v0.3.0-HILC-1255	NvitILC-18632		XP_001606472.1
HymHub-v0.3.0-HILC-1256	AmelILC-13704		XP_624376.1
HymHub-v0.3.0-HILC-1256	BterILC-10141		XP_012171563.1
HymHub-v0.3.0-HILC-1256	CfloILC-02934		XP_011268317.1
HymHub-v0.3.0-HILC-1256	HsalILC-13215		XP_011142305.1
HymHub-v0.3.0-HILC-1256	PcanILC-04248		XP_014600115.1
HymHub-v0.3.0-HILC-1256	PdomILC-06609		XP_015177361.1
HymHub-v0.3.0-HILC-1256	NvitILC-02099		XP_001600907.2
HymHub-v0.3.0-HILC-1257	AmelILC-00340		XP_624230.1
HymHub-v0.3.0-HILC-1257	BterILC-05934		XP_003397454.1
HymHub-v0.3.0-HILC-1257	CfloILC-13022		XP_011257171.1
HymHub-v0.3.0-HILC-1257	HsalILC-11344		XP_011140652.1
HymHub-v0.3.0-HILC-1257	PcanILC-11729		XP_014611218.1
HymHub-v0.3.0-HILC-1257	PdomILC-05091		XP_015175039.1
HymHub-v0.3.0-HILC-1257	NvitILC-11266		XP_008203194.1
HymHub-v0.3.0-HILC-1258	AmelILC-05990		XP_393291.2
HymHub-v0.3.0-HILC-1258	BterILC-03536		XP_003395656.1
HymHub-v0.3.0-HILC-1258	CfloILC-22686		XP_011264524.1
HymHub-v0.3.0-HILC-1258	HsalILC-25596		XP_011152568.1
HymHub-v0.3.0-HILC-1258	PcanILC-05643		XP_014602262.1
HymHub-v0.3.0-HILC-1258	PdomILC-01563		XP_015188035.1
HymHub-v0.3.0-HILC-1258	NvitILC-22516		XP_001601329.1
HymHub-v0.3.0-HILC-1259	AmelILC-06361		XP_006562490.1
HymHub-v0.3.0-HILC-1259	BterILC-04143		XP_003396162.1
HymHub-v0.3.0-HILC-1259	CfloILC-25819		XP_011267069.1
HymHub-v0.3.0-HILC-1259	HsalILC-24379		XP_011151647.1
HymHub-v0.3.0-HILC-1259	PcanILC-13527		XP_014613624.1
HymHub-v0.3.0-HILC-1259	PdomILC-13314		XP_015187385.1
HymHub-v0.3.0-HILC-1259	NvitILC-05333		XP_001604828.1
HymHub-v0.3.0-HILC-1260	AmelILC-13364		XP_006560059.1
HymHub-v0.3.0-HILC-1260	BterILC-10474		XP_003400930.1
HymHub-v0.3.0-HILC-1260	CfloILC-21900		XP_011263867.1
HymHub-v0.3.0-HILC-1260	HsalILC-20561		XP_011148582.1
HymHub-v0.3.0-HILC-1260	PcanILC-01245		XP_014613265.1
HymHub-v0.3.0-HILC-1260	PdomILC-04161		XP_015173599.1
HymHub-v0.3.0-HILC-1260	NvitILC-22287		XP_001599449.2
HymHub-v0.3.0-HILC-1261	AmelILC-00604		XP_394880.3
HymHub-v0.3.0-HILC-1261	BterILC-13535		XP_003402780.1
HymHub-v0.3.0-HILC-1261	CfloILC-19370		XP_011262045.1
HymHub-v0.3.0-HILC-1261	HsalILC-10419		XP_011139764.1
HymHub-v0.3.0-HILC-1261	PcanILC-05431		XP_014601798.1
HymHub-v0.3.0-HILC-1261	PdomILC-11390		XP_015184473.1
HymHub-v0.3.0-HILC-1261	NvitILC-07843		XP_008216658.1
HymHub-v0.3.0-HILC-1262	AmelILC-15739		XP_623739.1
HymHub-v0.3.0-HILC-1262	BterILC-03293		XP_012164409.1
HymHub-v0.3.0-HILC-1262	CfloILC-17184		XP_011260544.1
HymHub-v0.3.0-HILC-1262	HsalILC-22647		XP_011150443.1
HymHub-v0.3.0-HILC-1262	PcanILC-10328		XP_014609430.1
HymHub-v0.3.0-HILC-1262	PdomILC-01907		XP_015190655.1
HymHub-v0.3.0-HILC-1262	NvitILC-19160		XP_008210553.1
HymHub-v0.3.0-HILC-1263	AmelILC-11651		XP_006566670.1
HymHub-v0.3.0-HILC-1263	BterILC-07664		XP_003398761.1
HymHub-v0.3.0-HILC-1263	CfloILC-10052		XP_011254513.1
HymHub-v0.3.0-HILC-1263	HsalILC-24845		XP_011151978.1
HymHub-v0.3.0-HILC-1263	PcanILC-07193		XP_014604687.1
HymHub-v0.3.0-HILC-1263	PdomILC-03973		XP_015173206.1
HymHub-v0.3.0-HILC-1263	NvitILC-04607		XP_001601157.2
HymHub-v0.3.0-HILC-1264	AmelILC-04250		XP_395533.2
HymHub-v0.3.0-HILC-1264	BterILC-02837		XP_012163548.1
HymHub-v0.3.0-HILC-1264	CfloILC-20638		XP_011262992.1
HymHub-v0.3.0-HILC-1264	HsalILC-17394		XP_011145836.1
HymHub-v0.3.0-HILC-1264	PcanILC-02659		XP_014616819.1
HymHub-v0.3.0-HILC-1264	PdomILC-10521		XP_015183253.1
HymHub-v0.3.0-HILC-1264	NvitILC-09902		NP_001123267.2
HymHub-v0.3.0-HILC-1265	AmelILC-11661		XP_006566681.1
HymHub-v0.3.0-HILC-1265	BterILC-07671		XP_012168564.1
HymHub-v0.3.0-HILC-1265	CfloILC-22738		XP_011264607.1
HymHub-v0.3.0-HILC-1265	HsalILC-26534		XP_011153451.1
HymHub-v0.3.0-HILC-1265	PcanILC-04199		XP_014600032.1
HymHub-v0.3.0-HILC-1265	PdomILC-14825		XP_015189375.1
HymHub-v0.3.0-HILC-1265	NvitILC-11712		XP_008211382.1
HymHub-v0.3.0-HILC-1266	AmelILC-16681		XP_397446.4
HymHub-v0.3.0-HILC-1266	BterILC-03252		XP_012164455.1
HymHub-v0.3.0-HILC-1266	CfloILC-21383		XP_011263556.1
HymHub-v0.3.0-HILC-1266	HsalILC-02005		XP_011146743.1
HymHub-v0.3.0-HILC-1266	PcanILC-00035		XP_014614980.1
HymHub-v0.3.0-HILC-1266	PdomILC-07053		XP_015177960.1
HymHub-v0.3.0-HILC-1266	NvitILC-02989		XP_008215765.1
HymHub-v0.3.0-HILC-1267	AmelILC-06217		XP_395800.3
HymHub-v0.3.0-HILC-1267	BterILC-04279		XP_003396102.1
HymHub-v0.3.0-HILC-1267	CfloILC-02553		XP_011267983.1
HymHub-v0.3.0-HILC-1267	HsalILC-22675		XP_011150469.1
HymHub-v0.3.0-HILC-1267	PcanILC-10978		XP_014610345.1
HymHub-v0.3.0-HILC-1267	PdomILC-12371		XP_015185929.1
HymHub-v0.3.0-HILC-1267	NvitILC-24160		XP_001606664.1
HymHub-v0.3.0-HILC-1268	AmelILC-15833		XP_623088.1
HymHub-v0.3.0-HILC-1268	BterILC-11996		XP_003402092.1
HymHub-v0.3.0-HILC-1268	CfloILC-09770		XP_011254270.1
HymHub-v0.3.0-HILC-1268	HsalILC-11930		XP_011141123.1
HymHub-v0.3.0-HILC-1268	PcanILC-13557		XP_014613654.1
HymHub-v0.3.0-HILC-1268	PdomILC-11979		XP_015185401.1
HymHub-v0.3.0-HILC-1268	NvitILC-05574		NP_001153317.1
HymHub-v0.3.0-HILC-1269	AmelILC-03574		XP_394428.1
HymHub-v0.3.0-HILC-1269	BterILC-01858		XP_012176035.1
HymHub-v0.3.0-HILC-1269	CfloILC-05003		XP_011250465.1
HymHub-v0.3.0-HILC-1269	HsalILC-16430		XP_011145084.1
HymHub-v0.3.0-HILC-1269	PcanILC-01978		XP_014615933.1
HymHub-v0.3.0-HILC-1269	PdomILC-03777		XP_015172852.1
HymHub-v0.3.0-HILC-1269	NvitILC-14480		XP_001599364.2
HymHub-v0.3.0-HILC-1270	AmelILC-13722		XP_001121886.1
HymHub-v0.3.0-HILC-1270	BterILC-10125		XP_003400596.1
HymHub-v0.3.0-HILC-1270	CfloILC-08329		XP_011253149.1
HymHub-v0.3.0-HILC-1270	HsalILC-18564		XP_011146853.1
HymHub-v0.3.0-HILC-1270	PcanILC-06350		XP_014603349.1
HymHub-v0.3.0-HILC-1270	PdomILC-02564		XP_015191857.1
HymHub-v0.3.0-HILC-1270	NvitILC-09967		XP_008206395.1
HymHub-v0.3.0-HILC-1271	AmelILC-14201		XP_394112.2
HymHub-v0.3.0-HILC-1271	BterILC-11387		XP_012172304.1
HymHub-v0.3.0-HILC-1271	CfloILC-19641		XP_011262284.1
HymHub-v0.3.0-HILC-1271	HsalILC-13490		XP_011142567.1
HymHub-v0.3.0-HILC-1271	PcanILC-09954		XP_014608871.1
HymHub-v0.3.0-HILC-1271	PdomILC-01036		XP_015186339.1
HymHub-v0.3.0-HILC-1271	NvitILC-10562		XP_001608058.2
HymHub-v0.3.0-HILC-1272	AmelILC-12383		XP_006565316.1
HymHub-v0.3.0-HILC-1272	BterILC-08907		XP_012170462.1
HymHub-v0.3.0-HILC-1272	CfloILC-10101		XP_011254563.1
HymHub-v0.3.0-HILC-1272	HsalILC-05381		XP_011135401.1
HymHub-v0.3.0-HILC-1272	PcanILC-10675		XP_014609924.1
HymHub-v0.3.0-HILC-1272	PdomILC-00699		XP_015175412.1
HymHub-v0.3.0-HILC-1272	NvitILC-13410		XP_001605639.2
HymHub-v0.3.0-HILC-1273	AmelILC-11531		XP_006566545.1
HymHub-v0.3.0-HILC-1273	BterILC-08408		XP_003399310.1
HymHub-v0.3.0-HILC-1273	CfloILC-15576		XP_011259238.1
HymHub-v0.3.0-HILC-1273	HsalILC-26411		XP_011153332.1
HymHub-v0.3.0-HILC-1273	PcanILC-03991		XP_014599782.1
HymHub-v0.3.0-HILC-1273	PdomILC-04535		XP_015173967.1
HymHub-v0.3.0-HILC-1273	NvitILC-23040		XP_008217132.1
HymHub-v0.3.0-HILC-1274	AmelILC-07798		XP_006568349.1
HymHub-v0.3.0-HILC-1274	BterILC-05328		XP_012166132.1
HymHub-v0.3.0-HILC-1274	CfloILC-07170		XP_011252098.1
HymHub-v0.3.0-HILC-1274	HsalILC-14440		XP_011143474.1
HymHub-v0.3.0-HILC-1274	PcanILC-12219		XP_014611882.1
HymHub-v0.3.0-HILC-1274	PdomILC-11427		XP_015184645.1
HymHub-v0.3.0-HILC-1274	NvitILC-13368		XP_008202231.1
HymHub-v0.3.0-HILC-1275	AmelILC-07001		XP_001120877.2
HymHub-v0.3.0-HILC-1275	BterILC-03971		XP_003395901.1
HymHub-v0.3.0-HILC-1275	CfloILC-15003		XP_011258712.1
HymHub-v0.3.0-HILC-1275	HsalILC-23241		XP_011150814.1
HymHub-v0.3.0-HILC-1275	PcanILC-00134		XP_014616008.1
HymHub-v0.3.0-HILC-1275	PdomILC-07072		XP_015177904.1
HymHub-v0.3.0-HILC-1275	NvitILC-05585		XP_001601910.1
HymHub-v0.3.0-HILC-1276	AmelILC-12574		XP_625134.2
HymHub-v0.3.0-HILC-1276	BterILC-08778		XP_012170604.1
HymHub-v0.3.0-HILC-1276	CfloILC-17794		XP_011260987.1
HymHub-v0.3.0-HILC-1276	HsalILC-26056		XP_011152980.1
HymHub-v0.3.0-HILC-1276	PcanILC-08073		XP_014605993.1
HymHub-v0.3.0-HILC-1276	PdomILC-03895		XP_015173089.1
HymHub-v0.3.0-HILC-1276	NvitILC-01850		XP_008213278.1
HymHub-v0.3.0-HILC-1277	AmelILC-00562		XP_624694.1
HymHub-v0.3.0-HILC-1277	BterILC-13497		XP_012174429.1
HymHub-v0.3.0-HILC-1277	CfloILC-04773		XP_011269927.1
HymHub-v0.3.0-HILC-1277	HsalILC-04660		XP_011134872.1
HymHub-v0.3.0-HILC-1277	PcanILC-03878		XP_014599485.1
HymHub-v0.3.0-HILC-1277	PdomILC-09542		XP_015181987.1
HymHub-v0.3.0-HILC-1277	NvitILC-04899		XP_001603068.1
HymHub-v0.3.0-HILC-1278	AmelILC-15837		XP_623840.1
HymHub-v0.3.0-HILC-1278	BterILC-11992		XP_003402096.1
HymHub-v0.3.0-HILC-1278	CfloILC-11028		XP_011255334.1
HymHub-v0.3.0-HILC-1278	HsalILC-23610		XP_011151264.1
HymHub-v0.3.0-HILC-1278	PcanILC-03025		XP_014598153.1
HymHub-v0.3.0-HILC-1278	PdomILC-02026		XP_015191254.1
HymHub-v0.3.0-HILC-1278	NvitILC-07710		XP_008216549.1
HymHub-v0.3.0-HILC-1279	AmelILC-09543		XP_006561937.1
HymHub-v0.3.0-HILC-1279	BterILC-06427		XP_012167409.1
HymHub-v0.3.0-HILC-1279	CfloILC-01955		XP_011261539.1
HymHub-v0.3.0-HILC-1279	HsalILC-21922		XP_011149736.1
HymHub-v0.3.0-HILC-1279	PcanILC-08398		XP_014606494.1
HymHub-v0.3.0-HILC-1279	PdomILC-04262		XP_015173879.1
HymHub-v0.3.0-HILC-1279	NvitILC-12168		XP_008217441.1
HymHub-v0.3.0-HILC-1280	AmelILC-12445		XP_001120703.1
HymHub-v0.3.0-HILC-1280	BterILC-08849		XP_003399890.1
HymHub-v0.3.0-HILC-1280	CfloILC-15558		XP_011259203.1
HymHub-v0.3.0-HILC-1280	HsalILC-09466		XP_011138939.1
HymHub-v0.3.0-HILC-1280	PcanILC-08955		XP_014607317.1
HymHub-v0.3.0-HILC-1280	PdomILC-09600		XP_015181996.1
HymHub-v0.3.0-HILC-1280	NvitILC-22711		XP_001601247.2
HymHub-v0.3.0-HILC-1281	AmelILC-02117		XP_624123.1
HymHub-v0.3.0-HILC-1281	BterILC-00539		XP_003393351.1
HymHub-v0.3.0-HILC-1281	CfloILC-10432		XP_011254823.1
HymHub-v0.3.0-HILC-1281	HsalILC-19356		XP_011147527.1
HymHub-v0.3.0-HILC-1281	PcanILC-11375		XP_014610782.1
HymHub-v0.3.0-HILC-1281	PdomILC-14530		XP_015189021.1
HymHub-v0.3.0-HILC-1281	NvitILC-02841		XP_001607662.1
HymHub-v0.3.0-HILC-1282	AmelILC-10109		XP_003250169.1
HymHub-v0.3.0-HILC-1282	BterILC-07335		XP_012167765.1
HymHub-v0.3.0-HILC-1282	CfloILC-02139		XP_011262914.1
HymHub-v0.3.0-HILC-1282	HsalILC-04705		XP_011134897.1
HymHub-v0.3.0-HILC-1282	PcanILC-13542		XP_014613649.1
HymHub-v0.3.0-HILC-1282	PdomILC-03408		XP_015172227.1
HymHub-v0.3.0-HILC-1282	NvitILC-15115		XP_001599717.2
HymHub-v0.3.0-HILC-1283	AmelILC-03594		XP_001121632.3
HymHub-v0.3.0-HILC-1283	BterILC-01875		XP_003394209.1
HymHub-v0.3.0-HILC-1283	CfloILC-14362		XP_011258212.1
HymHub-v0.3.0-HILC-1283	HsalILC-11197		XP_011140501.1
HymHub-v0.3.0-HILC-1283	PcanILC-06106		XP_014602976.1
HymHub-v0.3.0-HILC-1283	PdomILC-05217		XP_015175142.1
HymHub-v0.3.0-HILC-1283	NvitILC-07966		XP_001601192.2
HymHub-v0.3.0-HILC-1284	AmelILC-12897		XP_393939.3
HymHub-v0.3.0-HILC-1284	BterILC-09373		XP_003400032.1
HymHub-v0.3.0-HILC-1284	CfloILC-20921		XP_011263219.1
HymHub-v0.3.0-HILC-1284	HsalILC-19017		XP_011147173.1
HymHub-v0.3.0-HILC-1284	PcanILC-08739		XP_014607005.1
HymHub-v0.3.0-HILC-1284	PdomILC-06433		XP_015177119.1
HymHub-v0.3.0-HILC-1284	NvitILC-11121		XP_008202058.1
HymHub-v0.3.0-HILC-1285	AmelILC-13464		XP_393966.1
HymHub-v0.3.0-HILC-1285	BterILC-10384		XP_012171842.1
HymHub-v0.3.0-HILC-1285	CfloILC-13097		XP_011257279.1
HymHub-v0.3.0-HILC-1285	HsalILC-08719		XP_011138192.1
HymHub-v0.3.0-HILC-1285	PcanILC-01160		XP_014611493.1
HymHub-v0.3.0-HILC-1285	PdomILC-05635		XP_015175898.1
HymHub-v0.3.0-HILC-1285	NvitILC-00147		XP_001604704.2
HymHub-v0.3.0-HILC-1286	AmelILC-08524		XP_624335.1
HymHub-v0.3.0-HILC-1286	BterILC-11620		XP_003401747.1
HymHub-v0.3.0-HILC-1286	CfloILC-08624		XP_011253373.1
HymHub-v0.3.0-HILC-1286	HsalILC-22385		XP_011150192.1
HymHub-v0.3.0-HILC-1286	PcanILC-03854		XP_014599417.1
HymHub-v0.3.0-HILC-1286	PdomILC-11316		XP_015184591.1
HymHub-v0.3.0-HILC-1286	NvitILC-00968		XP_001601751.1
HymHub-v0.3.0-HILC-1287	AmelILC-00398		XP_392156.2
HymHub-v0.3.0-HILC-1287	BterILC-13545		XP_003402787.1
HymHub-v0.3.0-HILC-1287	CfloILC-12189		XP_011256580.1
HymHub-v0.3.0-HILC-1287	HsalILC-14082		XP_011143088.1
HymHub-v0.3.0-HILC-1287	PcanILC-12465		XP_014612237.1
HymHub-v0.3.0-HILC-1287	PdomILC-10242		XP_015182887.1
HymHub-v0.3.0-HILC-1287	NvitILC-04052		NP_001129664.1
HymHub-v0.3.0-HILC-1288	AmelILC-08022		XP_624369.1
HymHub-v0.3.0-HILC-1288	BterILC-13029		XP_012174250.1
HymHub-v0.3.0-HILC-1288	CfloILC-26930		XP_011267720.1
HymHub-v0.3.0-HILC-1288	HsalILC-22495		XP_011150327.1
HymHub-v0.3.0-HILC-1288	PcanILC-07166		XP_014604623.1
HymHub-v0.3.0-HILC-1288	PdomILC-04443		XP_015173877.1
HymHub-v0.3.0-HILC-1288	NvitILC-08700		XP_001606421.1
HymHub-v0.3.0-HILC-1289	AmelILC-12390		XP_393528.3
HymHub-v0.3.0-HILC-1289	BterILC-08901		XP_012170485.1
HymHub-v0.3.0-HILC-1289	CfloILC-10094		XP_011254556.1
HymHub-v0.3.0-HILC-1289	HsalILC-05386		XP_011135411.1
HymHub-v0.3.0-HILC-1289	PcanILC-10759		XP_014610070.1
HymHub-v0.3.0-HILC-1289	PdomILC-00692		XP_015175221.1
HymHub-v0.3.0-HILC-1289	NvitILC-04403		NP_001127792.1
HymHub-v0.3.0-HILC-1290	AmelILC-05470		XP_624827.3
HymHub-v0.3.0-HILC-1290	BterILC-03507		XP_012164178.1
HymHub-v0.3.0-HILC-1290	CfloILC-25610		XP_011266889.1
HymHub-v0.3.0-HILC-1290	HsalILC-03328		XP_011154144.1
HymHub-v0.3.0-HILC-1290	PcanILC-00732		XP_014605595.1
HymHub-v0.3.0-HILC-1290	PdomILC-02925		XP_015171660.1
HymHub-v0.3.0-HILC-1290	NvitILC-09705		NP_001154949.1
HymHub-v0.3.0-HILC-1291	AmelILC-11297		XP_003250869.1
HymHub-v0.3.0-HILC-1291	BterILC-08104		XP_012169085.1
HymHub-v0.3.0-HILC-1291	CfloILC-23425		XP_011265279.1
HymHub-v0.3.0-HILC-1291	HsalILC-15811		XP_011144577.1
HymHub-v0.3.0-HILC-1291	PcanILC-04439		XP_014600410.1
HymHub-v0.3.0-HILC-1291	PdomILC-00800		XP_015174982.1
HymHub-v0.3.0-HILC-1291	NvitILC-04817		XP_008211085.1
HymHub-v0.3.0-HILC-1292	AmelILC-12205		XP_003250050.1
HymHub-v0.3.0-HILC-1292	BterILC-08643		XP_012169940.1
HymHub-v0.3.0-HILC-1292	CfloILC-27193		XP_011267932.1
HymHub-v0.3.0-HILC-1292	HsalILC-07876		XP_011137439.1
HymHub-v0.3.0-HILC-1292	PcanILC-01743		XP_014615364.1
HymHub-v0.3.0-HILC-1292	PdomILC-07675		XP_015178924.1
HymHub-v0.3.0-HILC-1292	NvitILC-13904		XP_008203223.1
HymHub-v0.3.0-HILC-1293	AmelILC-09586		XP_006567412.1
