hiLocus	iLocus	Species	Protein
HymHub-v0.3.0-HILC-601	NvitILC-05862		XP_008216154.1
HymHub-v0.3.0-HILC-602	AmelILC-02171		NP_001229486.1
HymHub-v0.3.0-HILC-602	BterILC-01064		XP_003393648.1
HymHub-v0.3.0-HILC-602	CfloILC-04009		XP_011269292.1
HymHub-v0.3.0-HILC-602	HsalILC-19947		XP_011148039.1
HymHub-v0.3.0-HILC-602	PcanILC-14411		XP_014614595.1
HymHub-v0.3.0-HILC-602	PdtlILC-09216		PdomMRNAr1.2-03516.1
HymHub-v0.3.0-HILC-602	NvitILC-04649		XP_001601934.2
HymHub-v0.3.0-HILC-603	AmelILC-03360		XP_006559767.1
HymHub-v0.3.0-HILC-603	BterILC-02190		XP_012176379.1
HymHub-v0.3.0-HILC-603	CfloILC-20023		XP_011262586.1
HymHub-v0.3.0-HILC-603	HsalILC-11018		XP_011140317.1
HymHub-v0.3.0-HILC-603	PcanILC-09127		XP_014607591.1
HymHub-v0.3.0-HILC-603	PdtlILC-10766		PdomMRNAr1.2-09537.1
HymHub-v0.3.0-HILC-603	NvitILC-03970		XP_001602114.1
HymHub-v0.3.0-HILC-604	AmelILC-11942		XP_396781.2
HymHub-v0.3.0-HILC-604	BterILC-07888		XP_003399135.1
HymHub-v0.3.0-HILC-604	CfloILC-07901		XP_011252783.1
HymHub-v0.3.0-HILC-604	HsalILC-11329		XP_011140633.1
HymHub-v0.3.0-HILC-604	PcanILC-13548		XP_014613646.1
HymHub-v0.3.0-HILC-604	PdtlILC-04297		PdomMRNAr1.2-06688.1
HymHub-v0.3.0-HILC-604	NvitILC-09504		XP_001602267.2
HymHub-v0.3.0-HILC-605	AmelILC-04336		XP_006560649.1
HymHub-v0.3.0-HILC-605	BterILC-02892		XP_012163498.1
HymHub-v0.3.0-HILC-605	CfloILC-18537		XP_011261400.1
HymHub-v0.3.0-HILC-605	HsalILC-07338		XP_011136989.1
HymHub-v0.3.0-HILC-605	PcanILC-07596		XP_014605296.1
HymHub-v0.3.0-HILC-605	PdtlILC-01788		PdomMRNAr1.2-07706.1
HymHub-v0.3.0-HILC-605	NvitILC-05803		XP_001605716.2
HymHub-v0.3.0-HILC-606	AmelILC-13801		XP_001120160.2
HymHub-v0.3.0-HILC-606	BterILC-10224		XP_012171650.1
HymHub-v0.3.0-HILC-606	CfloILC-10884		XP_011255178.1
HymHub-v0.3.0-HILC-606	HsalILC-09452		XP_011138914.1
HymHub-v0.3.0-HILC-606	PcanILC-01504		XP_014614694.1
HymHub-v0.3.0-HILC-606	PdtlILC-16046		PdomMRNAr1.2-04314.1
HymHub-v0.3.0-HILC-606	NvitILC-00052		XP_008202585.1
HymHub-v0.3.0-HILC-607	AmelILC-13175		XP_006568114.1
HymHub-v0.3.0-HILC-607	BterILC-09719		XP_003400256.1
HymHub-v0.3.0-HILC-607	CfloILC-23505		XP_011265322.1
HymHub-v0.3.0-HILC-607	HsalILC-17521		XP_011145910.1
HymHub-v0.3.0-HILC-607	PcanILC-04590		XP_014600825.1
HymHub-v0.3.0-HILC-607	PdtlILC-03888		PdomMRNAr1.2-10250.1
HymHub-v0.3.0-HILC-607	NvitILC-12587		NP_001177939.1
HymHub-v0.3.0-HILC-608	AmelILC-09317		XP_001120178.2
HymHub-v0.3.0-HILC-608	BterILC-06622		XP_003397983.1
HymHub-v0.3.0-HILC-608	CfloILC-22846		XP_011264677.1
HymHub-v0.3.0-HILC-608	HsalILC-06505		XP_011136383.1
HymHub-v0.3.0-HILC-608	PcanILC-08984		XP_014607391.1
HymHub-v0.3.0-HILC-608	PdtlILC-15591		PdomMRNAr1.2-09873.1
HymHub-v0.3.0-HILC-608	NvitILC-19192		XP_001604640.1
HymHub-v0.3.0-HILC-609	AmelILC-07833		XP_006569529.1
HymHub-v0.3.0-HILC-609	BterILC-04725		XP_012165509.1
HymHub-v0.3.0-HILC-609	CfloILC-17697		XP_011260936.1
HymHub-v0.3.0-HILC-609	HsalILC-25710		XP_011152710.1
HymHub-v0.3.0-HILC-609	PcanILC-06554		XP_014603648.1
HymHub-v0.3.0-HILC-609	PdtlILC-17870		PdomMRNAr1.2-03625.1
HymHub-v0.3.0-HILC-609	NvitILC-01970		XP_008212269.1
HymHub-v0.3.0-HILC-610	AmelILC-12709		XP_006557902.1
HymHub-v0.3.0-HILC-610	BterILC-09586		XP_003400193.1
HymHub-v0.3.0-HILC-610	CfloILC-26419		XP_011267418.1
HymHub-v0.3.0-HILC-610	HsalILC-15629		XP_011144448.1
HymHub-v0.3.0-HILC-610	PcanILC-00270		XP_014599649.1
HymHub-v0.3.0-HILC-610	PdtlILC-17364		PdomMRNAr1.2-12071.1
HymHub-v0.3.0-HILC-610	NvitILC-08227		XP_008203585.1
HymHub-v0.3.0-HILC-611	AmelILC-14241		XP_392090.3
HymHub-v0.3.0-HILC-611	BterILC-11361		XP_003401353.1
HymHub-v0.3.0-HILC-611	CfloILC-15041		XP_011258740.1
HymHub-v0.3.0-HILC-611	HsalILC-13153		XP_011142257.1
HymHub-v0.3.0-HILC-611	PcanILC-08535		XP_014606671.1
HymHub-v0.3.0-HILC-611	PdtlILC-07431		PdomMRNAr1.2-08895.1
HymHub-v0.3.0-HILC-611	NvitILC-02564		XP_001606356.2
HymHub-v0.3.0-HILC-612	AmelILC-14828		XP_394055.2
HymHub-v0.3.0-HILC-612	BterILC-10577		XP_003400994.1
HymHub-v0.3.0-HILC-612	CfloILC-17508		XP_011260795.1
HymHub-v0.3.0-HILC-612	HsalILC-21590		XP_011149475.1
HymHub-v0.3.0-HILC-612	PcanILC-06158		XP_014603009.1
HymHub-v0.3.0-HILC-612	PdtlILC-10922		PdomMRNAr1.2-10928.1
HymHub-v0.3.0-HILC-612	NvitILC-03267		XP_003424621.1
HymHub-v0.3.0-HILC-613	AmelILC-05506		XP_623363.1
HymHub-v0.3.0-HILC-613	BterILC-03679		XP_003395531.1
HymHub-v0.3.0-HILC-613	CfloILC-18863		XP_011261623.1
HymHub-v0.3.0-HILC-613	HsalILC-25587		XP_011152553.1
HymHub-v0.3.0-HILC-613	PcanILC-00973		XP_014609404.1
HymHub-v0.3.0-HILC-613	PdtlILC-08320		PdomMRNAr1.2-09048.1
HymHub-v0.3.0-HILC-613	NvitILC-12705		XP_008201732.1
HymHub-v0.3.0-HILC-614	AmelILC-08890		XP_396175.2
HymHub-v0.3.0-HILC-614	BterILC-12010		XP_012173351.1
HymHub-v0.3.0-HILC-614	CfloILC-10030		XP_011254489.1
HymHub-v0.3.0-HILC-614	HsalILC-17823		XP_011146058.1
HymHub-v0.3.0-HILC-614	PcanILC-14097		XP_014614358.1
HymHub-v0.3.0-HILC-614	PdtlILC-17497		PdomMRNAr1.2-04420.1
HymHub-v0.3.0-HILC-614	NvitILC-15955		XP_001604095.1
HymHub-v0.3.0-HILC-615	AmelILC-03286		XP_006558474.1
HymHub-v0.3.0-HILC-615	BterILC-01748		XP_012176143.1
HymHub-v0.3.0-HILC-615	CfloILC-24467		XP_011266034.1
HymHub-v0.3.0-HILC-615	HsalILC-05938		XP_011135842.1
HymHub-v0.3.0-HILC-615	PcanILC-06363		XP_014603370.1
HymHub-v0.3.0-HILC-615	PdtlILC-09657		PdomMRNAr1.2-02767.1
HymHub-v0.3.0-HILC-615	NvitILC-07648		XP_008216703.1
HymHub-v0.3.0-HILC-616	AmelILC-10664		XP_393667.1
HymHub-v0.3.0-HILC-616	BterILC-14989		XP_003403342.1
HymHub-v0.3.0-HILC-616	CfloILC-07541		XP_011252432.1
HymHub-v0.3.0-HILC-616	HsalILC-15589		XP_011144368.1
HymHub-v0.3.0-HILC-616	PcanILC-11919		XP_014611472.1
HymHub-v0.3.0-HILC-616	PdtlILC-12137		PdomMRNAr1.2-01900.1
HymHub-v0.3.0-HILC-616	NvitILC-03455		XP_003427086.1
HymHub-v0.3.0-HILC-617	AmelILC-03599		XP_392284.2
HymHub-v0.3.0-HILC-617	BterILC-01880		XP_012175995.1
HymHub-v0.3.0-HILC-617	CfloILC-14368		XP_011258220.1
HymHub-v0.3.0-HILC-617	HsalILC-11195		XP_011140499.1
HymHub-v0.3.0-HILC-617	PcanILC-06111		XP_014602961.1
HymHub-v0.3.0-HILC-617	PdtlILC-06556		PdomMRNAr1.2-03552.1
HymHub-v0.3.0-HILC-617	NvitILC-03361		XP_001599397.1
HymHub-v0.3.0-HILC-618	AmelILC-13236		XP_006557603.1
HymHub-v0.3.0-HILC-618	BterILC-10408		XP_012171875.1
HymHub-v0.3.0-HILC-618	CfloILC-00912		XP_011252867.1
HymHub-v0.3.0-HILC-618	HsalILC-04536		XP_011155231.1
HymHub-v0.3.0-HILC-618	PcanILC-06011		XP_014602815.1
HymHub-v0.3.0-HILC-618	PdtlILC-06464		PdomMRNAr1.2-02188.1
HymHub-v0.3.0-HILC-618	NvitILC-06018		XP_001604590.1
HymHub-v0.3.0-HILC-619	AmelILC-04587		XP_003250589.1
HymHub-v0.3.0-HILC-619	BterILC-02600		XP_012163084.1
HymHub-v0.3.0-HILC-619	CfloILC-15381		XP_011259052.1
HymHub-v0.3.0-HILC-619	HsalILC-08457		XP_011137954.1
HymHub-v0.3.0-HILC-619	PcanILC-10554		XP_014609743.1
HymHub-v0.3.0-HILC-619	PdtlILC-17890		PdomMRNAr1.2-00942.1
HymHub-v0.3.0-HILC-619	NvitILC-09655		XP_008205845.1
HymHub-v0.3.0-HILC-620	AmelILC-08012		XP_392585.3
HymHub-v0.3.0-HILC-620	BterILC-05709		XP_003397209.1
HymHub-v0.3.0-HILC-620	CfloILC-18932		XP_011261701.1
HymHub-v0.3.0-HILC-620	HsalILC-16633		XP_011145242.1
HymHub-v0.3.0-HILC-620	PcanILC-09867		XP_014608788.1
HymHub-v0.3.0-HILC-620	PdtlILC-09009		PdomMRNAr1.2-07698.1
HymHub-v0.3.0-HILC-620	NvitILC-23019		XP_008217107.1
HymHub-v0.3.0-HILC-621	AmelILC-00233		NP_001229485.1
HymHub-v0.3.0-HILC-621	BterILC-02573		XP_012176769.1
HymHub-v0.3.0-HILC-621	CfloILC-02762		XP_011268179.1
HymHub-v0.3.0-HILC-621	HsalILC-11981		XP_011141212.1
HymHub-v0.3.0-HILC-621	PcanILC-10051		XP_014609003.1
HymHub-v0.3.0-HILC-621	PdtlILC-02943		PdomMRNAr1.2-05056.1
HymHub-v0.3.0-HILC-621	NvitILC-08284		XP_001601907.2
HymHub-v0.3.0-HILC-622	AmelILC-13731		XP_006564937.1
HymHub-v0.3.0-HILC-622	BterILC-10113		XP_012171531.1
HymHub-v0.3.0-HILC-622	CfloILC-08339		XP_011253171.1
HymHub-v0.3.0-HILC-622	HsalILC-20612		XP_011148641.1
HymHub-v0.3.0-HILC-622	PcanILC-06336		XP_014603322.1
HymHub-v0.3.0-HILC-622	PdtlILC-03273		PdomMRNAr1.2-11033.1
HymHub-v0.3.0-HILC-622	NvitILC-10100		XP_003426645.1
HymHub-v0.3.0-HILC-623	AmelILC-12944		XP_003249677.2
HymHub-v0.3.0-HILC-623	BterILC-09331		XP_012170719.1
HymHub-v0.3.0-HILC-623	CfloILC-24413		XP_011265997.1
HymHub-v0.3.0-HILC-623	HsalILC-14676		XP_011143615.1
HymHub-v0.3.0-HILC-623	PcanILC-01526		XP_014615159.1
HymHub-v0.3.0-HILC-623	PdtlILC-16025		PdomMRNAr1.2-06375.1
HymHub-v0.3.0-HILC-623	NvitILC-11181		XP_008202379.1
HymHub-v0.3.0-HILC-624	AmelILC-03979		XP_006569289.1
HymHub-v0.3.0-HILC-624	BterILC-01948		XP_003394160.1
HymHub-v0.3.0-HILC-624	CfloILC-20671		XP_011263043.1
HymHub-v0.3.0-HILC-624	HsalILC-10786		XP_011140186.1
HymHub-v0.3.0-HILC-624	PcanILC-04473		XP_014600416.1
HymHub-v0.3.0-HILC-624	PdtlILC-00926		PdomMRNAr1.2-05077.1
HymHub-v0.3.0-HILC-624	NvitILC-02893		XP_008215692.1
HymHub-v0.3.0-HILC-625	AmelILC-08754		XP_006568091.1
HymHub-v0.3.0-HILC-625	BterILC-11474		XP_012172944.1
HymHub-v0.3.0-HILC-625	CfloILC-08883		XP_011253633.1
HymHub-v0.3.0-HILC-625	HsalILC-10434		XP_011139775.1
HymHub-v0.3.0-HILC-625	PcanILC-03722		XP_014599110.1
HymHub-v0.3.0-HILC-625	PdtlILC-07879		PdomMRNAr1.2-01985.1
HymHub-v0.3.0-HILC-625	NvitILC-07341		XP_008204546.1
HymHub-v0.3.0-HILC-626	AmelILC-11656		XP_395023.4
HymHub-v0.3.0-HILC-626	BterILC-07666		XP_012168568.1
HymHub-v0.3.0-HILC-626	CfloILC-23154		XP_011265026.1
HymHub-v0.3.0-HILC-626	HsalILC-15556		XP_011144324.1
HymHub-v0.3.0-HILC-626	PcanILC-03265		XP_014598506.1
HymHub-v0.3.0-HILC-626	PdtlILC-01270		PdomMRNAr1.2-05667.1
HymHub-v0.3.0-HILC-626	NvitILC-07360		NP_001135812.1
HymHub-v0.3.0-HILC-627	AmelILC-16766		XP_625201.3
HymHub-v0.3.0-HILC-627	BterILC-07840		XP_012169447.1
HymHub-v0.3.0-HILC-627	CfloILC-27002		XP_011267790.1
HymHub-v0.3.0-HILC-627	HsalILC-19627		XP_011147784.1
HymHub-v0.3.0-HILC-627	PcanILC-00333		XP_014599348.1
HymHub-v0.3.0-HILC-627	PdtlILC-04265		PdomMRNAr1.2-02253.1
HymHub-v0.3.0-HILC-627	NvitILC-19146		XP_001603767.1
HymHub-v0.3.0-HILC-628	AmelILC-07754		XP_624515.2
HymHub-v0.3.0-HILC-628	BterILC-04928		XP_003396682.1
HymHub-v0.3.0-HILC-628	CfloILC-12968		XP_011257182.1
HymHub-v0.3.0-HILC-628	HsalILC-26098		XP_011153021.1
HymHub-v0.3.0-HILC-628	PcanILC-05515		XP_014602085.1
HymHub-v0.3.0-HILC-628	PdtlILC-00407		PdomMRNAr1.2-01552.1
HymHub-v0.3.0-HILC-628	NvitILC-06638		XP_001604929.2
HymHub-v0.3.0-HILC-629	AmelILC-01597		XP_001120153.2
HymHub-v0.3.0-HILC-629	BterILC-00469		XP_012165845.1
HymHub-v0.3.0-HILC-629	CfloILC-09444		XP_011253999.1
HymHub-v0.3.0-HILC-629	HsalILC-23495		XP_011151068.1
HymHub-v0.3.0-HILC-629	PcanILC-01341		XP_014614393.1
HymHub-v0.3.0-HILC-629	PdtlILC-02313		PdomMRNAr1.2-10036.1
HymHub-v0.3.0-HILC-629	NvitILC-12787		XP_008201806.1
HymHub-v0.3.0-HILC-630	AmelILC-09982		XP_392582.1
HymHub-v0.3.0-HILC-630	BterILC-06999		XP_012168124.1
HymHub-v0.3.0-HILC-630	CfloILC-27314		XP_011268038.1
HymHub-v0.3.0-HILC-630	HsalILC-08605		XP_011138060.1
HymHub-v0.3.0-HILC-630	PcanILC-01958		XP_014615825.1
HymHub-v0.3.0-HILC-630	PdtlILC-04693		PdomMRNAr1.2-05729.1
HymHub-v0.3.0-HILC-630	NvitILC-17478		XP_008208755.1
HymHub-v0.3.0-HILC-631	AmelILC-16104		XP_006572131.1
HymHub-v0.3.0-HILC-631	BterILC-07326		XP_012167777.1
HymHub-v0.3.0-HILC-631	CfloILC-09045		XP_011253790.1
HymHub-v0.3.0-HILC-631	HsalILC-11375		XP_011140691.1
HymHub-v0.3.0-HILC-631	PcanILC-11640		XP_014611086.1
HymHub-v0.3.0-HILC-631	PdtlILC-05892		PdomMRNAr1.2-06565.1
HymHub-v0.3.0-HILC-631	NvitILC-13387		XP_001605219.2
HymHub-v0.3.0-HILC-632	AmelILC-01138		XP_396451.2
HymHub-v0.3.0-HILC-632	BterILC-04647		XP_012165429.1
HymHub-v0.3.0-HILC-632	CfloILC-08278		XP_011253114.1
HymHub-v0.3.0-HILC-632	HsalILC-02383		XP_011149985.1
HymHub-v0.3.0-HILC-632	PcanILC-12297		XP_014611944.1
HymHub-v0.3.0-HILC-632	PdtlILC-13455		PdomMRNAr1.2-06074.1
HymHub-v0.3.0-HILC-632	NvitILC-01606		XP_008210931.1
HymHub-v0.3.0-HILC-633	AmelILC-05013		XP_006557953.1
HymHub-v0.3.0-HILC-633	BterILC-11887		XP_003402004.1
HymHub-v0.3.0-HILC-633	CfloILC-15806		XP_011259442.1
HymHub-v0.3.0-HILC-633	HsalILC-00627		XP_011135813.1
HymHub-v0.3.0-HILC-633	PcanILC-02907		XP_014597973.1
HymHub-v0.3.0-HILC-633	PdtlILC-01339		PdomMRNAr1.2-11736.1
HymHub-v0.3.0-HILC-633	NvitILC-05610		XP_008205038.1
HymHub-v0.3.0-HILC-634	AmelILC-09717		XP_392521.2
HymHub-v0.3.0-HILC-634	BterILC-06496		XP_003397876.1
HymHub-v0.3.0-HILC-634	CfloILC-03805		XP_011269164.1
HymHub-v0.3.0-HILC-634	HsalILC-22924		XP_011150642.1
HymHub-v0.3.0-HILC-634	PcanILC-07272		XP_014604899.1
HymHub-v0.3.0-HILC-634	PdtlILC-10570		PdomMRNAr1.2-10427.1
HymHub-v0.3.0-HILC-634	NvitILC-17089		XP_003426922.1
HymHub-v0.3.0-HILC-635	AmelILC-12468		XP_006565227.1
HymHub-v0.3.0-HILC-635	BterILC-08673		XP_003399518.1
HymHub-v0.3.0-HILC-635	CfloILC-23369		XP_011265221.1
HymHub-v0.3.0-HILC-635	HsalILC-18680		XP_011146937.1
HymHub-v0.3.0-HILC-635	PcanILC-01918		XP_014615791.1
HymHub-v0.3.0-HILC-635	PdtlILC-10257		PdomMRNAr1.2-10819.1
HymHub-v0.3.0-HILC-635	NvitILC-12381		XP_001599847.1
HymHub-v0.3.0-HILC-636	AmelILC-02864		XP_006569056.1
HymHub-v0.3.0-HILC-636	BterILC-01288		XP_003393800.1
HymHub-v0.3.0-HILC-636	CfloILC-05966		XP_011251262.1
HymHub-v0.3.0-HILC-636	HsalILC-19814		XP_011147946.1
HymHub-v0.3.0-HILC-636	PcanILC-13836		XP_014614040.1
HymHub-v0.3.0-HILC-636	PdtlILC-16625		PdomMRNAr1.2-03142.1
HymHub-v0.3.0-HILC-636	NvitILC-01636		XP_001605382.1
HymHub-v0.3.0-HILC-637	AmelILC-04842		XP_624867.1
HymHub-v0.3.0-HILC-637	BterILC-02552		XP_012176750.1
HymHub-v0.3.0-HILC-637	CfloILC-26695		XP_011267594.1
HymHub-v0.3.0-HILC-637	HsalILC-02488		XP_011151004.1
HymHub-v0.3.0-HILC-637	PcanILC-07528		XP_014605242.1
HymHub-v0.3.0-HILC-637	PdtlILC-12357		PdomMRNAr1.2-09016.1
HymHub-v0.3.0-HILC-637	NvitILC-15358		XP_008205626.1
HymHub-v0.3.0-HILC-638	AmelILC-10588		XP_006566287.1
HymHub-v0.3.0-HILC-638	BterILC-07143		XP_012167986.1
HymHub-v0.3.0-HILC-638	CfloILC-22960		XP_011264772.1
HymHub-v0.3.0-HILC-638	HsalILC-14995		XP_011143965.1
HymHub-v0.3.0-HILC-638	PcanILC-03420		XP_014598726.1
HymHub-v0.3.0-HILC-638	PdtlILC-07787		PdomMRNAr1.2-06853.1
HymHub-v0.3.0-HILC-638	NvitILC-02635		XP_008215404.1
HymHub-v0.3.0-HILC-639	AmelILC-11993		XP_006558363.1
HymHub-v0.3.0-HILC-639	BterILC-10593		XP_003401003.1
HymHub-v0.3.0-HILC-639	CfloILC-17006		XP_011260409.1
HymHub-v0.3.0-HILC-639	HsalILC-07982		XP_011137507.1
HymHub-v0.3.0-HILC-639	PcanILC-09981		XP_014608927.1
HymHub-v0.3.0-HILC-639	PdtlILC-14154		PdomMRNAr1.2-00024.1
HymHub-v0.3.0-HILC-639	NvitILC-00009		XP_001601813.3
HymHub-v0.3.0-HILC-640	AmelILC-00844		XP_395043.3
HymHub-v0.3.0-HILC-640	BterILC-05000		XP_003396739.1
HymHub-v0.3.0-HILC-640	CfloILC-23001		XP_011264794.1
HymHub-v0.3.0-HILC-640	HsalILC-07218		XP_011136849.1
HymHub-v0.3.0-HILC-640	PcanILC-04270		XP_014600227.1
HymHub-v0.3.0-HILC-640	PdtlILC-08154		PdomMRNAr1.2-06020.1
HymHub-v0.3.0-HILC-640	NvitILC-06366		XP_003425756.1
HymHub-v0.3.0-HILC-641	AmelILC-12149		XP_396894.4
HymHub-v0.3.0-HILC-641	BterILC-08940		XP_012170427.1
HymHub-v0.3.0-HILC-641	CfloILC-03489		XP_011268773.1
HymHub-v0.3.0-HILC-641	HsalILC-14919		XP_011143880.1
HymHub-v0.3.0-HILC-641	PcanILC-00287		XP_014616437.1
HymHub-v0.3.0-HILC-641	PdtlILC-14545		PdomMRNAr1.2-10291.1
HymHub-v0.3.0-HILC-641	NvitILC-02356		XP_003423895.1
HymHub-v0.3.0-HILC-642	AmelILC-14976		XP_006557811.1
HymHub-v0.3.0-HILC-642	BterILC-09031		XP_003399730.1
HymHub-v0.3.0-HILC-642	CfloILC-00040		XP_011252046.1
HymHub-v0.3.0-HILC-642	HsalILC-02607		XP_011152010.1
HymHub-v0.3.0-HILC-642	PcanILC-00630		XP_014604549.1
HymHub-v0.3.0-HILC-642	PdtlILC-03629		PdomMRNAr1.2-08194.1
HymHub-v0.3.0-HILC-642	NvitILC-06377		XP_001606505.1
HymHub-v0.3.0-HILC-643	AmelILC-13745		XP_624861.2
HymHub-v0.3.0-HILC-643	BterILC-10099		XP_003400576.1
HymHub-v0.3.0-HILC-643	CfloILC-11771		XP_011255947.1
HymHub-v0.3.0-HILC-643	HsalILC-20598		XP_011148613.1
HymHub-v0.3.0-HILC-643	PcanILC-06323		XP_014603340.1
HymHub-v0.3.0-HILC-643	PdtlILC-10149		PdomMRNAr1.2-08463.1
HymHub-v0.3.0-HILC-643	NvitILC-10070		XP_008207599.1
HymHub-v0.3.0-HILC-644	AmelILC-03871		XP_006568521.1
HymHub-v0.3.0-HILC-644	BterILC-13824		XP_003402823.1
HymHub-v0.3.0-HILC-644	CfloILC-14391		XP_011258247.1
HymHub-v0.3.0-HILC-644	HsalILC-10343		XP_011139681.1
HymHub-v0.3.0-HILC-644	PcanILC-04160		XP_014600076.1
HymHub-v0.3.0-HILC-644	PdtlILC-03513		PdomMRNAr1.2-05969.1
HymHub-v0.3.0-HILC-644	NvitILC-04407		XP_001607372.1
HymHub-v0.3.0-HILC-645	AmelILC-06699		XP_006570051.1
HymHub-v0.3.0-HILC-645	BterILC-06067		XP_003397538.1
HymHub-v0.3.0-HILC-645	CfloILC-02588		XP_011267590.1
HymHub-v0.3.0-HILC-645	HsalILC-13449		XP_011142517.1
HymHub-v0.3.0-HILC-645	PcanILC-00899		XP_014607083.1
HymHub-v0.3.0-HILC-645	PdtlILC-17239		PdomMRNAr1.2-07498.1
HymHub-v0.3.0-HILC-645	NvitILC-03717		XP_008209810.1
HymHub-v0.3.0-HILC-646	AmelILC-07612		XP_006565562.1
HymHub-v0.3.0-HILC-646	BterILC-04874		XP_003396636.1
HymHub-v0.3.0-HILC-646	CfloILC-18466		XP_011261358.1
HymHub-v0.3.0-HILC-646	HsalILC-02277		XP_011149033.1
HymHub-v0.3.0-HILC-646	PcanILC-11731		XP_014611242.1
HymHub-v0.3.0-HILC-646	PdtlILC-06407		PdomMRNAr1.2-01167.1
HymHub-v0.3.0-HILC-646	NvitILC-02024		XP_003427751.1
HymHub-v0.3.0-HILC-647	AmelILC-05820		XP_006569993.1
HymHub-v0.3.0-HILC-647	BterILC-12138		XP_003402116.1
HymHub-v0.3.0-HILC-647	CfloILC-04163		XP_011269437.1
HymHub-v0.3.0-HILC-647	HsalILC-24437		XP_011151730.1
HymHub-v0.3.0-HILC-647	PcanILC-03171		XP_014598373.1
HymHub-v0.3.0-HILC-647	PdtlILC-07304		PdomMRNAr1.2-08738.1
HymHub-v0.3.0-HILC-647	NvitILC-07457		XP_008207740.1
HymHub-v0.3.0-HILC-648	AmelILC-14435		XP_393172.2
HymHub-v0.3.0-HILC-648	BterILC-11285		XP_012172384.1
HymHub-v0.3.0-HILC-648	CfloILC-03224		XP_011268511.1
HymHub-v0.3.0-HILC-648	HsalILC-26605		XP_011153496.1
HymHub-v0.3.0-HILC-648	PcanILC-06274		XP_014603065.1
HymHub-v0.3.0-HILC-648	PdtlILC-06305		PdomMRNAr1.2-09046.1
HymHub-v0.3.0-HILC-648	NvitILC-12962		XP_001607174.1
HymHub-v0.3.0-HILC-649	AmelILC-09005		XP_006569876.1
HymHub-v0.3.0-HILC-649	BterILC-05900		XP_003397480.1
HymHub-v0.3.0-HILC-649	CfloILC-12177		XP_011256463.1
HymHub-v0.3.0-HILC-649	HsalILC-09110		XP_011138580.1
HymHub-v0.3.0-HILC-649	PcanILC-13428		XP_014613513.1
HymHub-v0.3.0-HILC-649	PdtlILC-15784		PdomMRNAr1.2-06557.1
HymHub-v0.3.0-HILC-649	NvitILC-04382		XP_001607313.2
HymHub-v0.3.0-HILC-650	AmelILC-09970		XP_624768.1
HymHub-v0.3.0-HILC-650	BterILC-07019		XP_003398377.1
HymHub-v0.3.0-HILC-650	CfloILC-11290		XP_011255539.1
HymHub-v0.3.0-HILC-650	HsalILC-17989		XP_011146291.1
HymHub-v0.3.0-HILC-650	PcanILC-02510		XP_014616527.1
HymHub-v0.3.0-HILC-650	PdtlILC-12997		PdomMRNAr1.2-07569.1
HymHub-v0.3.0-HILC-650	NvitILC-09025		XP_001605383.1
HymHub-v0.3.0-HILC-651	AmelILC-08606		XP_395545.1
HymHub-v0.3.0-HILC-651	BterILC-11578		XP_012173077.1
HymHub-v0.3.0-HILC-651	CfloILC-03431		XP_011268712.1
HymHub-v0.3.0-HILC-651	HsalILC-16392		XP_011145051.1
HymHub-v0.3.0-HILC-651	PcanILC-04220		XP_014600164.1
HymHub-v0.3.0-HILC-651	PdtlILC-08233		PdomMRNAr1.2-06035.1
HymHub-v0.3.0-HILC-651	NvitILC-08643		XP_001605927.2
HymHub-v0.3.0-HILC-652	AmelILC-00934		XP_006568645.1
HymHub-v0.3.0-HILC-652	BterILC-04496		XP_003396274.1
HymHub-v0.3.0-HILC-652	CfloILC-04396		XP_011269617.1
HymHub-v0.3.0-HILC-652	HsalILC-14533		XP_011143548.1
HymHub-v0.3.0-HILC-652	PcanILC-13765		XP_014613924.1
HymHub-v0.3.0-HILC-652	PdtlILC-08602		PdomMRNAr1.2-01546.1
HymHub-v0.3.0-HILC-652	NvitILC-01557		XP_001603980.2
HymHub-v0.3.0-HILC-653	AmelILC-16193		XP_623947.1
HymHub-v0.3.0-HILC-653	BterILC-03245		XP_012164465.1
HymHub-v0.3.0-HILC-653	CfloILC-13047		XP_011257200.1
HymHub-v0.3.0-HILC-653	HsalILC-14034		XP_011143024.1
HymHub-v0.3.0-HILC-653	PcanILC-03263		XP_014598505.1
HymHub-v0.3.0-HILC-653	PdtlILC-01273		PdomMRNAr1.2-04998.1
HymHub-v0.3.0-HILC-653	NvitILC-03541		XP_001605959.1
HymHub-v0.3.0-HILC-654	AmelILC-08600		XP_006564652.1
HymHub-v0.3.0-HILC-654	BterILC-11582		XP_003401711.1
HymHub-v0.3.0-HILC-654	CfloILC-15782		XP_011259410.1
HymHub-v0.3.0-HILC-654	HsalILC-16399		XP_011145057.1
HymHub-v0.3.0-HILC-654	PcanILC-05520		XP_014602037.1
HymHub-v0.3.0-HILC-654	PdtlILC-00402		PdomMRNAr1.2-11084.1
HymHub-v0.3.0-HILC-654	NvitILC-01441		XP_001604661.1
HymHub-v0.3.0-HILC-655	AmelILC-05392		XP_006564807.1
HymHub-v0.3.0-HILC-655	BterILC-03668		XP_012163989.1
HymHub-v0.3.0-HILC-655	CfloILC-21102		XP_011263377.1
HymHub-v0.3.0-HILC-655	HsalILC-10488		XP_011139837.1
HymHub-v0.3.0-HILC-655	PcanILC-10920		XP_014610270.1
